text,simplified_text
"Tugatilayotgan yuridik shaxsning mol-mulki mavjud boʻlmaganligi yoki yetarli boʻlmaganligi sababli toʻlovlarni kapitallashtirish mumkin boʻlmagan hollarda tegishli summalar jabrlanuvchiga qonunchilikda belgilangan tartibda davlat tomonidan toʻlanadi. ( 34-moddaning ikkinchi, uchinchi va toʻrtinchi qismlari Oʻzbekiston Respublikasining 2021-yil 21-apreldagi OʻRQ-683-sonli Qonuni tahririda — Qonunchilik maʼlumotlari milliy bazasi, 21.04.2021-y., 03/21/683/0375-son) 35-modda.","Tugatilayotgan yuridik shaxsning mol-mulki mavjud boʻlmagan yoki yetarli boʻlmaganligi sababli toʻlovlarni kapitallashtirish mumkin boʻlmagan hollarda tegishli summalar jabrlanuvchiga qonunchilikda belgilangan tartibda davlat tomonidan toʻlanadi. (34-moddaning ikkinchi, uchinchi va toʻrtinchi qismlari Oʻzbekiston Respublikasining 2021-yil 21-apreldagi OʻRQ-683-sonli Qonuni tahririda — Qonunchilik maʼlumotlari milliy bazasi, 21.04.2021-y., 03/21/683/0375-son) 35-modda."
"Nizolarni hal etish Mehnatni muhofaza qilish sohasidagi nizolar qonunchilikda belgilangan tartibda hal etiladi. ( 35-moddaning matni Oʻzbekiston Respublikasining 2021-yil 21-apreldagi OʻRQ-683-sonli Qonuni tahririda — Qonunchilik maʼlumotlari milliy bazasi, 21.04.2021-y., 03/21/683/0375-son) 36-modda.","Nizolarni hal etish mehnatni muhofaza qilish sohasidagi nizolar qonunchilikda belgilangan tartibda hal etiladi. (O'zbekiston Respublikasining 2021-yil 21-apreldagi O'RQ-683-sonli Qonuni tahririda — Qonunchilik ma'lumotlari milliy bazasi, 21.04.2021-y., 03/21/683/0375-son) 36-modda."
"Oʻzbekiston Respublikasining Prezidenti I. KARIMOV Toshkent sh., 1995-yil 21-dekabr, 167-I-son OʻZBEKISTON RESPUBLIKASINING QONUNI Davlat tili haqida (yangi tahriri) Oʻzbekiston Respublikasi Oliy Majlisining 1995-yil 21-dekabrdagi 168-I-sonli qarorining 2-bandiga muvofiq mazkur Qonunning 9 va 10-moddalari 2005-yilning 1-sentabridan eʼtiboran kuchga kiradi. 1-modda.","I. KARIMOV Toshkent sh., 1995-yil 21-dekabr, 167-I-son OʻZBEKISTON RESPUBLIKASINING QONUNI Davlat tili haqida (yangi tahriri) Oʻzbekiston Respublikasi Oliy Majlisining 1995-yil 21-dekabrdagi 168-I-sonli qarorining 2-bandiga muvofiq mazkur Qonunning 9 va 10-moddalari 2005-yilning 1-sentabridan eʼtiboran kuchga kiradi."
"Oʻzbekiston Respublikasida davlat tilida faoliyat koʻrsatadigan, milliy guruhlar zich yashaydigan joylarda esa — ularning tillarida faoliyat koʻrsatadigan maktabgacha taʼlim tashkilotlarini tashkil etish taʼminlanadi. (5-modda Oʻzbekiston Respublikasining 2020-yil 3-dekabrdagi OʻRQ-653-sonli Qonuni tahririda — Qonun hujjatlari maʼlumotlari milliy bazasi, 04.12.2020-y., 03/20/653/1592-son) 6-modda.","Oʻzbekiston Respublikasida davlat tilida faoliyat koʻrsatadigan milliy guruhlar zich yashaydigan joylarda, ularning tillarida faoliyat koʻrsatadigan maktabgacha taʼlim tashkilotlarini tashkil etish taʼminlanadi. (5-modda Oʻzbekiston Respublikasining 2020-yil 3-dekabrdagi OʻRQ-653-sonli Qonuni tahririda — Qonun hujjatlari maʼlumotlari milliy bazasi, 04.12.2020-y., 03/20/653/1592-son)"
"Yangi ilmiy asoslangan atamalar jamoatchilik muhokamasidan keyin va Oliy Majlis palatalari tegishli qoʻmitalarining roziligi bilan oʻzbek tiliga joriy etiladi. (7-moddaning uchinchi qismi Oʻzbekiston Respublikasining 2004-yil 3-dekabrdagi 714-II-son Qonuni tahririda — OʻR QHT, 2004-y., 51-son, 514-modda) 8-modda.","Yangi ilmiy asoslangan atamalar jamoatchilik muhokamasidan keyin va Oliy Majlis palatalari tegishli qoʻmitalarining roziligi oʻzbek tiliga joriy etiladi. (O'R QHT, 2004-y., 51-son, 8-modda)"
"Bu hujjatlarning tarjimalari boshqa tillarda ham eʼlon qilinadi. (8-moddaning birinchi qismi Oʻzbekiston Respublikasining 2021-yil 21-apreldagi OʻRQ-683-sonli Qonuni tahririda — Qonunchilik maʼlumotlari milliy bazasi, 21.04.2021-y., 03/21/683/0375-son) Mahalliy hokimiyat va boshqaruv organlarining hujjatlari davlat tilida qabul qilinadi va eʼlon etiladi.","Bu hujjatlarning tarjimalari boshqa tillarda ham eʼlon qilinadi. Mahalliy hokimiyat va boshqaruv organlarining hujjatlari davlat tilida qabul qilinadi va eʼlon etiladi (OʻRQ-683-sonli Qonuni tahririda, 2021-yil 21-aprel, Oʻzbekiston Respublikasi)."
"Korxonalar, muassasalar, tashkilotlar va jamoat birlashmalarida ish yuritish, hisob-kitob, statistika va moliya hujjatlari davlat tilida yuritiladi, ishlovchilarining koʻpchiligi oʻzbek tilini bilmaydigan jamoalarda davlat tili bilan bir qatorda boshqa tillarda ham amalga oshirilishi mumkin. 11-modda.","Korxonalar, muassasalar va tashkilotlar ish yuritish, hisob-kitob, statistika va moliya hujjatlari davlat tilida boshqariladi. Ishlovchilarining koʻpchiligi oʻzbek tilini bilmaydigan jamoalarda davlat tili bilan bir qatorda boshqa tillarda ham amalga oshirilishi mumkin. 11-modda."
"Oʻzbekiston Respublikasida notarial harakatlar davlat tilida amalga oshiriladi. Fuqarolarning talabiga koʻra rasmiylashtirilgan hujjat matni notarius yoki notarial harakatni bajarayotgan shaxs tomonidan rus tilida yoki imkoniyat boʻlgan taqdirda — boshqa maqbul tilda beriladi. (12-moddaning matni Oʻzbekiston Respublikasining 2010-yil 14-sentabrdagi OʻRQ-255-sonli Qonuni tahririda — OʻR QHT, 2010-y., 37-son, 313-modda) 13-modda.","Oʻzbekiston Respublikasida notarial harakatlar davlat tilida amalga oshiriladi. Fuqarolarning talabiga koʻra rasmiylashtirilgan hujjat matni notarius yoki notarial harakatni bajarayotgan shaxs tomonidan rus tilida yoki imkoniyat boʻlgan taqdirda — boshqa maqbul tilda beriladi. (12-moddaning matni OʻR QHT, 2010-y., 37-son, 313-modda)"
"Geografik obyektlarning nomlari davlat tilida aks ettiriladi. (22-modda Oʻzbekiston Respublikasining 2011-yil 12-oktabrdagi OʻRQ-304-sonli Qonuni tahririda — OʻR QHT, 2011-y., 41-son, 449-modda) LexUZ sharhi Qarang: “Geografik obyektlarning nomlari toʻgʻrisida”gi Oʻzbekiston Respublikasi Qonunining 17-moddasi . 23-modda.","Geografik obyektlarning nomlari davlat tilida aks ettiriladi (OʻRQ-304-sonli Qonun tahririda, 2011-y., 449-modda). LexUZ sharhi qarang: “Geografik obyektlarning nomlari toʻgʻrisida”gi Oʻzbekiston Respublikasi Qonunining 17-moddasi."
"Qishloq xoʻjaligi mahsulotlarini ishlab chiqarishning klaster modeli joriy etildi, natijada oxirgi yillarda paxta ekin maydonlarining 125 ming gektari yoki 12 foizida kooperatsiyalar, 908 ming gektari yoki 88 foizida klasterlar faoliyat yuritmoqda.","Qishloq xoʻjaligi mahsulotlarini ishlab chiqarishning klaster modeli joriy etildi. Oxirgi yillarda, paxta ekin maydonlari 125 ming gektarida yoki 12 foizida kooperatsiyalar, 908 ming gektarida yoki 88 foizida klasterlar faoliyat yuritmoqda."
"Bunda Qishloq xoʻjaligi vazirligi huzuridagi Oziq-ovqat va qishloq xoʻjaligi sohasida strategik rivojlanish va tadqiqotlar xalqaro markazi Ishchi guruhining ishchi organi hisoblanadi. (5-bandning oltinchi xatboshisi Oʻzbekiston Respublikasi Prezidentining 2023-yil 5-apreldagi PQ-113-sonli qarori tahririda — Qonunchilik maʼlumotlari milliy bazasi, 06.04.2023-y., 07/23/113/0198-son) 6.","Qishloq xoʻjaligi vazirligi huzuridagi oziq-ovqat va qishloq xoʻjaligi sohasida strategik rivojlanish va tadqiqotlar xalqaro markazi Ishchi guruhining ishchi organi hisoblanadi. (5-bandning oltinchi xatboshisi Oʻzbekiston Respublikasi Prezidentining 2023-yil 5-apreldagi PQ-113-sonli qarori tahririda — Qonunchilik maʼlumotlari milliy bazasi, 06.04.2023-y., 07/23/113/0198-son)"
Oʻzbekiston Respublikasi nomidan Investitsiyalar va tashqi savdo vazirligi (S. Umurzoqov) hamda Xalqaro tiklanish va taraqqiyot banki va Xalqaro taraqqiyot uyushmasi oʻrtasida “Oʻzbekiston Respublikasi qishloq xoʻjaligini modernizatsiya qilish” loyihasini moliyalashtirish toʻgʻrisidagi qarz bitimi imzolanganligi maʼlumot uchun qabul qilinsin.,"Investitsiyalar va tashqi savdo vazirligi (S. Umurzoqov) va Xalqaro tiklanish va taraqqiyot banki va Xalqaro taraqqiyot uyushmasi oʻrtasida ""Oʻzbekiston Respublikasi qishloq xoʻjaligini modernizatsiya qilish"" loyihasini moliyalashtirish toʻgʻrisidagi qarz bitimi imzolanganligi haqida maʼlumot uchun qabul qilinsin."
"Moliya vazirligiga Oʻzbekiston Respublikasi nomidan Qishloq xoʻjaligi vazirligi va Loyihada ishtirok etuvchi Oʻzbekiston Respublikasining tijorat banklari, boshqa vazirlik va idoralar bilan Jahon banki tomonidan ajratiladigan mablagʻlarni qayta kreditlash bitimlarini imzolash, shuningdek, zarur hollarda, ushbu bitimlarga oʻzgartirishlar va qoʻshimchalar kiritish vakolati berilsin.","Qishloq xoʻjaligi vazirligiga va tijorat banklari bilan Jahon banki tomonidan ajratiladigan mablagʻlarni qayta kreditlash bitimlarini imzolash, zarur hollarda oʻzgartirishlar kiritish vakolati berilsin."
"Bunda, qayta kreditlash bitimlarining shartlari Nizomga asosan belgilansin. 9. Investitsiyalar va tashqi savdo vazirligi, Iqtisodiy taraqqiyot va kambagʻallikni qisqartirish vazirligi, Moliya vazirligi Loyiha asosida Investitsiya dasturlariga belgilangan tartibda oʻzgartirish va qoʻshimchalar kiritilishini taʼminlasin. 10.","Qayta kreditlash bitimlarining shartlari Nizomga asosan belgilansin. Investitsiyalar va tashqi savdo vazirligi, Iqtisodiy taraqqiyot va kambagʻallikni qisqartirish vazirligi, Moliya vazirligi Investitsiya dasturlariga tartibda o‘zgartirish va qo‘shimchalar kiritishni ta'minlasin."
Tashqi ishlar vazirligi Qishloq xoʻjaligi vazirligining buyurtmanomalari boʻyicha Loyihani amalga oshirishda ishtirok etuvchi chet ellik mutaxassislarga kirish vizalari konsullik va haqiqiy xarajatlarning oʻrnini qoplash hisobidan yigʻimlarni undirmagan holda rasmiylashtirilishini taʼminlasin. 12.,Tashqi ishlar vazirligi chet ellik mutaxassislarga kirish vizalari beruvchi Loyihani amalga oshirishda ishtirok etuvchi chet ellik mutaxassislarga yigʻimlarni undirmagan holda rasmiylashtirilishini taʼminlasin.
"Ichki ishlar vazirligi Qishloq xoʻjaligi vazirligining buyurtmanomalari boʻyicha Loyiha doirasida jalb etiladigan chet ellik mutaxassislarga koʻp martalik vizalarni rasmiylashtirish, berish va muddatini uzaytirishni, shuningdek, vaqtinchalik yashash joyiga roʻyxatga olish va muddatini uzaytirishni davlat boji undirmasdan taʼminlasin. 13.","Ichki ishlar vazirligi Loyiha doirasida, Qishloq xoʻjaligi mutaxassislarga vizalarni berib, muddatini uzaytirib, vaqtinchalik yashash joyiga roʻyxatga olishni taʼminlasin. 13."
"Qishloq xoʻjaligi vaziri, Qoraqalpogʻiston Respublikasi Vazirlar Kengashi Raisi va viloyatlar hokimlari zimmasiga Loyiha doirasidagi tadbirlarni samarali amalga oshirish uchun zarur shart-sharoitlarni taʼminlash, shuningdek, Jahon banki hamda milliy qonunchilik talablariga muvofiq zarur hisobotlar va hujjatlarning oʻz vaqtida tayyorlanishi hamda taqdim etilishini taʼminlash yuzasidan shaxsiy masʼuliyat yuklansin. 14.","Qishloq xoʻjaligi vaziri, Qoraqalpogʻiston Respublikasi vazirlar kengashi raisi va viloyatlar hokimlari tadbirlarni samarali amalga oshirish uchun zarur shartlar yuzasidan shaxsiy masʼuliyat yuklansin. Jahon banki va milliy qonunchilik talabalariga muvofiq hisobotlar va hujjatlarni oʻz vaqtida tayyorlanishi va taqdim etilishini taʼminlash yuzasidan ham shaxsiy masʼuliyat yuklansin."
"Korrupsiyaga qarshi kurashish agentligi: Loyiha doirasida ajratilgan mablagʻlarning maqsadli ishlatilishi jarayonida ochiqlik, oshkoralik hamda shaffoflikni taʼminlash boʻyicha aniq mexanizmlarni ishlab chiqsin va joriy qilsin; Loyihani amalga oshirishda ochiqlik, oshkoralik hamda shaffoflikni taʼminlash ustidan doimiy nazorat oʻrnatsin. 16.","Korrupsiya mablagʻlarini to‘g‘ri ishlatish uchun:
- Ochiqlik va shaffoflikni taʼminlash mexanizmlarini yaratib joriy qilsin.
- Loyihani amalga oshirishda ham ochiqlik va shaffoflikni nazorat qilsin.

16"
"Yangi qishloq xoʻjalik texnologiyalarni joriy etiladigan yer maydoni 12 ming ta fermer xoʻjaliklari jami 35 ming gektar maydonda, shu jumladan: intensiv bogʻlar — 5 ming gektar, issiqxonalar — 100 gektar 5.","Yangi qishloq xoʻjalik texnologiyalarni joriy etiladigan yer maydoni 12 ming ta fermer uchun 35 ming gektarda. Intensiv bogʻlar 5 ming gektar, issiqxonalar 100 gektardan iborat."
Qishloq xoʻjaligi yoʻnalishidagi oliy taʼlim muassasalari talabalarining “Qishloq xoʻjaligi bilim va innovatsiyalarni oʻz ichiga olgan agroxizmatlar milliy markazi” hamda Markazda oʻquv ishlab chiqarish amaliyotlarini oʻtishlarini tashkil etish. 2023-yil oktabrdan boshlab doimiy ravishda 4.,Qishloq xoʻjaligi talabalarini oliy taʼlim muassasalari “Agroxizmatlar milliy markazi” va o‘quv ishlab chiqarishni o’tkazish. Bu 2023-yil oktabrdan boshlang’ib doimiy ravishda amalga oshadi.
Qishloq xoʻjaligi vazirligi huzuridagi “Agroinnovatsiya” DUK hamda Toshkent davlat agrar universiteti huzuridagi “Gʻoʻza urugʻchiligi” markazi negizida Toshkent viloyati Yuqorichirchiq tumanida joylashgan Qishloq xoʻjaligi bilim va innovatsiyalarni oʻz ichiga olgan agroxizmatlar koʻrsatish boʻyicha “Agroxizmatlar milliy markazi”ni tashkil etish.,"Qishloq xoʻjaligi vazirligi huzuridagi ""Agroinnovatsiya"" DUK va Toshkent davlat agrar universiteti huzuridagi ""Gʻoʻza urugʻchiligi"" markazi negizida, Toshkent viloyati Yuqorichirchiq tumanida joylashgan agroxizmatlar koʻrsatish uchun ""Agroxizmatlar milliy markazi""ni tashkil etish."
"Xorijiy ekspertlarni jalb etgan holda “Qishloq xoʻjaligida bilim va innovatsiyalar tizimini qamrab olgan agroxizmatlar milliy markazi” strategiyasini ishlab chiqish. 2023-yil oktabr Qoraqalpogʻiston Respublikasi Vazirlar Kengashi va viloyat hokimliklari Qishloq xoʻjaligi vazirligi (Shukurov), manfaatdor vazirlik va idoralar 2.","Xorijiy ekspertlarni yubordigan holda ""Qishloq xoʻjaligida bilim va innovatsiyalar tizimini qamrab olgan agroxizmatlar milliy markazi"" strategiyasini ishlab chiqish. 2023-yil oktabrda Qoraqalpogʻiston Respublikasi Vazirlar Kengashi va viloyat hokimliklari qayd etildi (Shukurov), manfaatdor vazirlik va idoralar."
"Qishloq xoʻjaligida bilim va innovatsiyalar tizimi doirasida Qoraqalpogʻiston Respublikasi hamda viloyatlarda agroxizmatlar markazlarini tashkil etish, xususiy biznes va ilmiy-tadqiqot muassasalarini jalb etgan holda demonstratsiya maydonlarini, zamonaviy laboratoriya, IT texnologiya, zaruriy inshoot va infratuzilmalarni yaratish hamda “ekstenshn” faoliyatni yoʻlga qoʻyish.","Qishloq xoʻjaligida bilim va innovatsiyalar tizimi doirasida Qoraqalpogʻiston Respublikasi va viloyatlarda agroxizmatlar markazlarini tashkil etish, xususiy biznes va ilmiy-tadqiqot muassasalarini jalb etgan holda demonstratsiya maydonlarini, zamonaviy laboratoriya, IT texnologiyalarni, zaruriy inshoot va infratuzilmalarni yaratish."
"Ilmiy-tadqiqot muassasalari hamda agrosanoat majmuiga kiruvchi tashkilotlarning faoliyatini Qoraqalpogʻiston Respublikasi, hamda viloyatlardagi agroxizmatlar markazlari orqali samarali tashkil etish, zarur infratuzilma va texnologiyalar bilan taʼminlash, xususan ilmiy tadqiqot institutlari stansiyalari faoliyatini takomillashtirish.","Qoraqalpogʻiston Respublikasi va viloyatlardagi agroxizmatlar markazlari orqali, ilmiy-tadqiqot muassasalari va agrosanoat tashkilotlari faoliyatini samarali tashkil etish, zarur infratuzilma va texnologiyalar bilan taʼminlash. Ilmiy tadqiqot institutlari stansiyalari faoliyatini takomillashtirish ham muhim."
"Oʻsimliklar karantini va himoyasi hududiy boshqarmalarining sifatli agroxizmatlarni koʻrsatish ishlarini takomillashtirish va yangi Qishloq xoʻjaligida bilim va innovatsiyalar tizimi doirasida Qoraqalpogʻiston Respublikasi hamda viloyatlardagi agroxizmatlar markazlari imkoniyatlaridan foydalangan holda faoliyatini yoʻlga qoʻyish, zaruriy texnika va texnologiyalar bilan taʼminlash.",Hududiy boshqarmalar oʻsimliklar karantini va himoyasini yaxshi ishlab chiqish uchun tizmoqqa yetkazib berdi. Qoraqalpogʻiston Respublikasi va viloyatlardagi agroxizmat markazlari zaruriy texnika va texnologiyalar bilan taʼminlangan holda faoliyatini boshqarishga yordam berdi.
"Yetakchi xorijiy davlatlar bilan hamkorlikda qishloq xoʻjaligi ekinlarining oʻsish va rivojlanish holatlari, zararkunanda va kasalliklar bilan zararlanishi, ozuqa elementlariga talabini sunʼiy yoʻldoshlarning (Sentinel, Aist va bosh.) spektr tahlillari xizmatlarini yoʻlga qoʻyish. 10.","Yetakchi xorijiy davlatlar bilan hamkorlikda qishloq xoʻjaligi ekinlarining oʻshish va rivojlanishi, zararkunada va kasalliklar bilan zararlanishi, ozuqa elementlari uchun spektr tahlillarini (Sentinel, Aist va bosh) sunʼiy yoʻldoshlarning xizmati. 10"
"Loyihalarni amalga oshirilishi ustidan tizimli nazorat oʻrnatish. 2023-yil fevraldan boshlab doimiy Qishloq xoʻjaligi vazirligi (Xaydarov), Qoraqalpogʻiston Respublikasi Vazirlar Kengashi va viloyat hokimliklari, Loyihada ishtirok etuvchi tijorat banklari, Oziq-ovqat va qishloq xoʻjaligi sohasida strategik rivojlanish va tadqiqotlar xalqaro markazi (Shukurov) III.","Qishloq xoʻjaligi vazirligi tomonidan doimiy nazorat o'rnatilishi, 2023-yil fevraldan boshlanadi (Xaydarov). Qoraqalpog'iston Respublikasi Vazirlar Kengashi, viloyat hokimligi, Loyihada ishtirok etuvchi tijorat banklari va Oziq-ovqat va qishloq xoʻjaligi sohasida strategik rivojlanish va tadqiqotlar xalqaro markazi (Shukurov) III."
"Xolmurodov) 8. Yangi mexanizm asosida intensiv bogʻ va tokzorlarni qurish hamda aholi uchun qoʻshimcha iqtisodiy imkoniyatlarni yaratish (Qoraqalpogʻiston Respublikasi, Andijon, Buxoro, Jizzax, Qashqadaryo, Navoiy, Namangan, Samarqand, Sirdaryo, Surxondaryo, Toshkent, Fargʻona va Xorazm viloyatlarida). 15 000 1.","Xolmurodov) 8. Yangi mexanizm asosida intensiv bog' va tokzorlarni qurish hamda aholi uchun qo'llanma iqtisodiy imkoniyatlarni yaratish (Qoraqalpog'iston Respublikasi, Andijon, Buxoro, Jizzax, Qashqadaryo, Navoiy, Namangan, Samarqand, Sirdaryo, Surxondaryo, Toshkent, Farg'onada va Xorazm viloyatlarida). 15 000."
"Yer maydonlarni aniqlash va ajratish. 2023-yil mart-aprel Qishloq xoʻjaligi vazirligi (Mamadaminov), Qoraqalpogʻiston Respublikasi Vazirlar Kengashi va viloyat hokimliklari, Oziq-ovqat va qishloq xoʻjaligi sohasida strategik rivojlanish va tadqiqotlar xalqaro markazi (Shukurov), Qishloq xoʻjaligida xizmatlar koʻrsatish agentligi (Karimov), “Agroservis operator” DUK (Shukurov) 2.","Yer maydonlarni aniqlash va ajratish. 2023-yil mart-aprel Qishloq xoʻjaligi vazirligi (Mamadaminov), Qoraqalpogʻiston Respublikasi Vazirlar Kengashi, viloyat hokimliglari, Oziq-ovqat va qishloq xoʻjaligi sohasida strategik rivojlanish va tadqiqotlar xalqaro markazi (Shukurov), Qishloq xoʻjaligida xizmatlar koʻrsatish agentligi (Karimov), “Agroservis operator” DUK (Shukurov)."
"Yer maydonlarini aniqlash va ajratish. 2023-yil fevral Qishloq xoʻjaligi vazirligi (Mamadaminov), Qoraqalpogʻiston Respublikasi Vazirlar Kengashi va viloyat hokimliklari, Iqtisodiyot va moliya vazirligi (Norqulov), Oziq-ovqat va qishloq xoʻjaligi sohasida strategik rivojlanish va tadqiqotlar xalqaro markazi (Shukurov), Qishloq xoʻjaligida xizmatlar koʻrsatish agentligi (Karimov), “Agroservis operator” DUK (Shukurov) 2.","Yer maydonlarini aniqlash va ajratish. 2023-yil fevral Qishloq xoʻjaligi vazirligi (Mamadaminov), Qoraqalpogʻiston Respublikasi Vazirlar Kengashi, viloyat hokimligi, Iqtisodiyot va moliya vazirligi (Norqulov), Oziq-ovqat va qishloq xoʻjaligi sohasida strategik rivojlanish va tadqiqotlar xalqaro markazi (Shukurov), Qishloq xoʻjaligida xizmatlar koʻrsatish agentligi (Karimov), “Agroservis operator” DUK (Shukurov)."
"Qishloq xoʻjaligi vazirligining tarkibiy boʻlinmalari faoliyatini transformatsiya va modernizatsiya qilish va takomillashtirish, shuningdek, turli sohalarga ilgʻor texnologiyalarni jalb qilish maqsadida mahalliy va xorijiy maslahatchilar, konsalting kompaniyalarini jalb qilish. 2022-yil yanvar oyidan boshlab doimiy Qishloq xoʻjaligi vazirligi (Voitov), Oziq-ovqat va qishloq xoʻjaligi sohasida strategik rivojlanish va tadqiqotlar xalqaro markazi (Shukurov), 2.","Qishloq xoʻjaligi vazirligining tarkibiy boʻlinmalari faoliyatini modernizatsiya qilish va takomillashtirish uchun, turli sohalarga ilgʻor texnologiyalarni jalb qilish maqsadida mahalliy va xorijiy maslahatchilar, konsalting kompaniyalarini jalb qilish. 2022-yilda yanvar oyidan boshlab doimiy Qishloq xoʻjaligi vazirligi (Voitov), Oziq-ovqat va qishloq xoʻjaligi sohasida strategik rivojlanish va tadqiqotlar xalqaro markazi (Shukurov). 2"
Ўзбекистон Республикаси Вазирлар Маҳкамасининг қарори Тупроқшунослик ва агрокимёвий тадқиқотлар институти фаолиятини самарали ташкил этиш чора-тадбирлари тўғрисида Ўзбекистон Республикаси Президентининг «Ерлар деградациясига қарши курашишнинг самарали тизимини яратиш чора-тадбирлари тўғрисида» 2022 йил 10 июндаги ПҚ-277-сон қарори ижросини таъминлаш мақсадида Вазирлар Маҳкамаси қарор қилади: 1.,Ўзбекистон Республикаси Вазирлар Маҳкамаси Тупроқшунослик ва агрокимёвий тадқиқотлар институти фаолиятини самарали ташкил этиш чора-тадбирлари тўғрисида Ўзбекистон Республикаси Президентининг ПҚ-277-сон қарори ижросини таъминлаш мақсадида қарор қилди:
Вазирлар Маҳкамасининг «Ўзбекистон Республикаси Қишлоқ хўжалиги вазирлиги ҳузуридаги Қишлоқ хўжалигида билим ва инновациялар миллий маркази тизимидаги илмий ташкилотларнинг тузилмаларини тасдиқлаш тўғрисида» 2021 йил 24 сентябрдаги 601-сон қарорининг 2-банди тўққизинчи хатбошиси ва 8-иловаси ўз кучини йўқотган деб ҳисоблансин. 7.,
"Илмий-тадқиқот институти бажарадиган илмий-тадқиқот ишларининг ҳажмидан келиб чиқиб, илмий-техник лойиҳаларни амалга ошириш учун илмий ходимлар шартнома асосида жалб қилиниши мумкин. *Бюджет маблағлари ҳисобидан молиялаштириладиган илмий лабораториялар (бўлим) ва раҳбарлар. **Бюджетдан ташқари маблағлар ҳисобидан молиялаштириладиган илмий лабораториялар (бўлим) ва ходимлар.","Институт илмий-тадқиқот ишлари бошта ҳажми келишидан келиб чиқиб, илмий ходимлар шартнома асосида жалб қилиниши мумкин. Бюджет маблағлари ҳисобидан молиялаштириладиган илмий лабораториялар ва раҳбарлар. Бюджетдан ташқари маблағлар ҳисобидан молиялаштириладиган илмий лабораториялар ва ходимлар."
"Илмий-тадқиқот институтининг минтақавий бўлинмалари бажарадиган илмий-тадқиқот ишларининг ҳажмидан келиб чиқиб, илмий-техник лойиҳаларни амалга ошириш учун илмий ходимлар шартнома асосида жалб қилиниши мумкин. *Бюджет маблағлари ҳисобидан молиялаштириладиган илмий лабораториялар (бўлим) ва раҳбарлар. **Бюджетдан ташқари маблағлар ҳисобидан молиялаштириладиган илмий лабораториялар (бўлим) ва ходимлар. (Қонунчилик маълумотлари миллий базаси, 20.07.2022 й., 09/22/389/0648-сон)",
Resolution of the Cabinet of Ministers of the Republic of Uzbekistan On measures for the effective organization of the activities of the Institute of Soil Science and Agrochemical Research The text of the act is given in uzbek and russian.,Cabinet of Ministers of Uzbekistan resolution About organizing the Institute of Soil Science and Agrochemical Research effectively. The texts in Uzbek and Russian are provided.
"Ilmiy-tadqiqot instituti bajaradigan ilmiy-tadqiqot ishlarining hajmidan kelib chiqib, ilmiy-texnik loyihalarni amalga oshirish uchun ilmiy xodimlar shartnoma asosida jalb qilinishi mumkin. * Budjet mablagʻlari hisobidan moliyalashtiriladigan ilmiy laboratoriyalar (boʻlim) va rahbarlar. ** Ilmiy yordamchi va yordamchi xodimlar soni qonunchilik hujjatlarida belgilangan meʼyorlarga asosan aniqlanadi. *** Budjetdan tashqari mablagʻlar hisobidan moliyalashtiriladigan boʻlinmalar.","Ilmiy-tadqiqot instituti bajaradigan ishlar hajmidan kelib chiqib, ilmiy-texnik loyihalarni amalga oshirish uchun xodimlar shartnoma asosida jalb qilinishi mumkin. * Budjet mablagʻlari hisobidan moliyalashtiriladigan ilmiy laboratoriyalar va rahbarlar. ** Ilmiy yordamchi va xodimlar soni belgilangan meʼyorlarga asosan aniqlanadi. *** Budjetdan tashqari mablagʻlar hisobidan moliyalashtiriladigan boʻlinmalar."
"Ilmiy-tajriba stansiyasi bajaradigan ilmiy-tadqiqot ishlarining hajmidan kelib chiqib, ilmiy-texnik loyihalarni amalga oshirish uchun ilmiy xodimlar shartnoma asosida jalb qilinishi mumkin. * Budjet mablagʻlari hisobidan moliyalashtiriladigan ilmiy laboratoriyalar (boʻlim) va rahbarlar. ** Ilmiy yordamchi va yordamchi xodimlar soni qonunchilik hujjatlarida belgilangan meʼyorlarga asosan aniqlanadi. *** Budjetdan tashqari mablagʻlar hisobidan moliyalashtiriladigan boʻlinmalar.","Ilmiy-tajriba stansiyasi bajarilgan ishlar hajmidan keyingi, ilmiy-texnik loyihalarni amalga oshirish uchun ilmiy xodimlar shartnoma asosida jalb qilinishi mumkin. * Budjet mablagʻlari hisobidan moliyalashtiriladigan ilmiy laboratoriyalar va rahbarlar. ** Ilmiy yordamchi va xodimlar soni qonunchilik hujjatlarida belgilangan meʼyorlarga asosan aniqlanadi. *** Budjetdan tashqari mablagʻlar hisobidan moliyalashtiriladigan boʻlinmalar."
Qishloq xoʻjaligi vazirligi boshqaruv xodimlarining mavjud shtat birliklari doirasida vazirlik markaziy apparatida 12 ta shtat birligidan iborat Yerlar degradatsiyasi jarayonlari bilan kurashish masalalari boʻyicha departament va hududlarda 2 ta shtat birligidan iborat Yerlar degradatsiyasiga qarshi kurashish boʻlimlari tashkil etilsin. 5.,Qishloq xoʻjaligi vazirligi boshqaruv xodimlarining shtat birliklari doirasida 12 ta shtat birligini bor Yer degradatsiyasi jarayonlari bilan kurashish masalalari boʻyicha departament va hududlarda 2 ta shtat birligi tashkil etilsin.
