"source","title","url","chunk_id","text","word_count","length","avg_sentence_len","avg_word_len","rare_word_ratio","complexity_score"
"gazeta.uz","Ёзда туризм объектларида сиеста режимини ва кечки экскурсияларни жорий этиш таклиф этилмоқда","https://www.gazeta.uz/uz/2026/07/23/siesta/","2","Уларнинг ишини уч босқичда ташкил этиш таклиф қилинмоқда: 7:00 дан 13:00 гача (эрталабки сеанс), 13:00 дан 17:00 гача (сиеста) ва 17:00 дан 23:00 гача (кечки-тунгги сеанс). Сиеста вақтида объектлар кондиционерлар, қабул қилиш хизматлари ва минимал даражада зарур бўлган навбатчи ходимлар ишини таъминлаши керак. Шу билан бирга, ўзгаришлар ходимларнинг иш ҳақи камайишига ёки меҳнат шароитлари ёмонлашувига олиб келмаслиги кўзда тутилган. Умумий овқатланиш корхоналари ва кўнгилочар объектларга кечки ва тунги вақтга мослаштирилган махсус ёзги меню, дастур ва тадбирларни ишлаб чиқиш ҳамда жорий этиш тавсия этилади. Маданий мерос агентлигига эса тегишли ёритиш тизимига эга «Тунги музей» ва «Кечки экскурсия» лойиҳаларини ишга тушириш таклиф қилинмоқда. Лойиҳани тажриба-синов тариқасида Тошкент, Самарқанд, Бухоро ва Хива шаҳарларида жорий этиш таклиф этилмоқда.","114","863","18.33","6.33","0.445","0.617"
"gazeta.uz","Чорвоқ пляжлари устидан назорат масаласида икки гуруҳ ўртасида можаро келиб чиқди — ДХХ","https://www.gazeta.uz/uz/2026/07/22/crime-group/","1","Тошкент вилоятининг Бўстонлиқ туманида ҳуқуқни муҳофаза қилувчи органлар Чорвоқ сув омбори ҳудудидаги пляжларни назоратга олиш масаласида ўзаро низога борган иккита гуруҳ фаолиятига чек қўйди. Жами 13 киши қўлга олинди, деб хабар қилди Zamon.uz Давлат хавфсизлик хизмати ҳудудий бошқармасига таяниб. Муассаса маълумотларига кўра, икки гуруҳ ўртасида Чорвоқ сув омбори ҳудудидаги пляжларни куч ишлатиш орқали назоратга олиш, уларни ноқонуний эгаллаш ҳамда таъсир доирасини кенгайтириш масаласида кескин можаро келиб чиққан. Биринчи гуруҳ аъзолари иккинчи гуруҳ вакилларини дўппослаб, унга тан жароҳати етказган. Ҳолат юзасидан биринчи гуруҳнинг тўрт нафар аъзоси процессуал тартибда қўлга олиниб, уларга нисбатан Жиноят кодексининг 277-моддаси (Безорилик) билан жиноят иши қўзғатилди ҳамда қамоқ эҳтиёт чораси қўлланилди.","104","820","17.33","6.71","0.462","0.617"
"uza.uz","Қўшилган қиймат солиғининг ""ноль"" ставкаси қўлланиладиган қишлоқ хўжалиги маҳсулотлари рўйхати белгиланди","https://uza.uz/uz/posts/qoshilgan-qiymat-soligining-nol-stavkasi-qollaniladigan-qishloq-xozhaligi-mahsulotlari-royxati-belgilandi_885770","1","Қўшилган қиймат солиғининг ""ноль"" ставкаси қўлланиладиган қишлоқ хўжалиги маҳсулотлари рўйхати белгиланди Ўзбекистон Республикаси Президентнинг 2025 йил 4 сентябрдаги “Қишлоқ хўжалиги соҳасида қўшилган қиймат солиғини ҳисоблашнинг соддалаштирилган тартибини жорий этиш чора-тадбирлари тўғрисида”ги фармонига асосан 2026 йил 1 январдан қишлоқ хўжалиги товар ишлаб чиқарувчилари томонидан етиштирилган қишлоқ хўжалиги маҳсулотларини (пахта ва ғалладан ташқари) реализация қилишда қўшилган қиймат солиғининг (ҚҚС) ""ноль"" фоизлик ставкаси қўлланилади. Адлия вазирлиги Қўшилган қиймат солиғининг “ноль” ставкаси қўлланиладиган қишлоқ хўжалиги маҳсулотларини (рақами 3905, 21.07.2026 й.) давлат рўйхатидан ўтказди. Шунга кўра, ҚҚСнинг “ноль” ставкаси қўлланиладиган 516 та қишлоқ хўжалиги маҳсулотлари (бундан пахта ва ғалла мустасно) рўйхати тасдиқланди. Ушбу рўйхатга киритилган маҳсулотларни етиштириш учун харид қилинган товарлар (хизматлар) бўйича тўланган ҚҚС суммаси қайтариб берилади, қишлоқ хўжалиги товар ишлаб чиқарувчиларига мазкур маблағлар 3 кун ичида автоматлаштирилган тартибда қайтарилади. ЎзА","127","1104","15.12","7.61","0.496","0.619"
"uza.uz","Узоқни кўзлаб амалга оширилаётган ислоҳотлар Янги Ўзбекистон келажаги учун мустаҳкам пойдевор бўлади","https://uza.uz/uz/posts/uzoqni-kozlab-amalga-oshirilayotgan-islohotlar-yangi-ozbekiston-kelazhagi-uchun-mustahkam-poydevor-boladi_885720","14","Президент Шавкат Мирзиёев Нурафшон шаҳрида ахборот хавфсизлиги ва рақамли технологияларга ихтисослашган “Cyber University” давлат университети фаолияти билан танишди. “Ўзбекистон – 2030” стратегиясида мамлакатимизни минтақавий IT-хабга айлантириш устувор мақсадлардан бири сифатида белгиланган. Бунинг учун давлат бошқаруви ва иқтисодиёт тармоқларини рақамлаштириш, замонавий алоқа инфратузилмасини ривожлантириш, рақобатбардош кадрлар тайёрлаш ҳамда инновацион экотизимни кенгайтиришга алоҳида эътибор қаратилмоқда. Сўнгги йилларда яратилган қулай шароитлар натижасида юртимизда IT компаниялар, юқори даромадли иш ўринлари ва рақамли хизматлар экспорти изчил кўпаймоқда. Мазкур жараёнда замонавий билим ва кўникмаларга эга ёш мутахассисларни тайёрлаш муҳим аҳамият касб этади. “Cyber University” давлат университети Президентимизнинг 2025 йил 20 январдаги қарорига мувофиқ, Рақамли технологиялар вазирлиги ҳузурида мустақил олий таълим муассасаси сифатида ташкил этилган.","108","972","17.5","7.97","0.333","0.619"
"wikipedia","AQShda tugʻilishni nazorat qilish harakati","https://uz.wikipedia.org/wiki/AQShda_tugʻilishni_nazorat_qilish_harakati","35","Harlem klinikasida boʻlgani kabi DNS va uning dasturlarining asosiy maqsadi ona va chaqaloq salomatligini yaxshilash edi. Harlem klinikasidagi tajribalarga asoslanib Sanger DNSga afro-amerikaliklar koʻproq oʻz irqlaridan boʻlgan shifokordan maslahat olishlarini taklif qildi. Ammo boshqa rahbarlar gʻalaba qozondilar va tushuntirish ishlarida oq tanlilar koʻmagidan foydalanishni talab qildilar. Harakat yetakchilarining 1920—1930-yillardagi kamsituvchi harakatlari va bayonotlari harakatning irqchilik ekanligi haqidagi daʼvolarning davom etishiga sabab bo‘ldi. 1930-yillarda qabul qilingan ikkita muhim qonuniy qaror kontratseptiv vositalardan foydalanish imkoniyatini oshirishga yordam berdi. 1930-yilda ikkita prezervativ ishlab chiqaruvchi korxonaYoungs Rubber ishi boʻyicha bir-birini sudga berdi va sudya kontratseptiv vositalar ishlab chiqarishni qonuniy biznes korxonasi deb topdi. U prezervativlarni pochta orqali joʻnatishni taqiqlovchi federal qonun huquqiy asosga ega emasligini eʼlon qildi.","113","1004","16.57","7.43","0.44","0.62"
"kun.uz","Qirg‘izistonlik tadbirkorlar Wildberries omborlariga hujum sababli zarar ko‘rdi.","https://kun.uz/news/2026/07/22/qirgizistonlik-tadbirkorlar-wildberries-omborlariga-hujum-sababli-zarar-kordi","2","Marketpleys ofertasiga ko‘ra, fors-major sababli majburiyatlarni bajarmaslik holati yuzaga kelgan bo‘lsa, Wildberries javobgarlikdan ozod etiladi. Fors-majorga «to‘xtatib bo‘lmas kuchlar», tabiiy ofatlar, ifloslantiruvchi yoki zaharlovchi moddalarning chiqib ketishi, ish tashlashlar va boshqa favqulodda vaziyatlar kiradi. 18–22 iyul kunlari Wildberries’ning Kotovsk va Elektrostaldagi taqsimlash markazlari hamda Krasnodar va Nevinnomissk shaharlaridagi omborlari hujumga uchradi. Eng og‘ir oqibatlar Kotovskda qayd etildi -yetti nafar xodim halok bo‘ldi, yana 23 kishi shifoxonaga yotqizildi. Elektrostal logistika majmuasiga dron bo‘laklari tushishi natijasida chiqqan yong‘in uch sutkada o‘chirildi. 22 iyul kechasi kompaniyaning Krasnodar va Nevinnomisskdagi omborlariga ham dronlar hujumi uyushtirildi. Krasnodarda o‘n kishi jarohatlandi, ulardan biri shifoxonada vafot etdi.","100","882","15.71","6.76","0.555","0.621"
"wikipedia","AQShda tugʻilishni nazorat qilish harakati","https://uz.wikipedia.org/wiki/AQShda_tugʻilishni_nazorat_qilish_harakati","3","Bu safar hech qanday hibsga olish yoki bahslar kelib chiqmaydi. XX asrning 20-yillarida kontratsepsiyani ommaviy muhokama qilish odatiy holga aylangan va „tugʻilishni nazorat qilish“ atamasi xalq tilidan mustahkam oʻrin egallagan. Kontratsepsiya vositalarining keng tarqalishi Viktoriya erasida qolgan mustahkam jinsiy anʼanalarni endi tartibga solingan jinsiy aloqaga aylantiruvchi jamiyatga oʻtish boshlanganidan darak beradi. 1930-yillardagi huquqiy gʻalabalar kontratsepsiyaga qarshi qonunlarni zaiflashtirishda davom etdi. Sudning gʻalabalari 1937-yilda Amerika Tibbiyot Assotsiatsiyasini kontratsepsiyani tibbiyot maktablari oʻquv dasturining asosiy komponenti sifatida qabul qilishga undadi, ammo tibbiyot hamjamiyat bu yangi mas’uliyatni sekinlik bilan qabul qildi. Ayollar notoʻgʻri maʼlumotlarni oʻz ichiga olgan manbalarning xavfli va samarasiz kontratseptiv maslahatlariga tayanishda davom etdilar. 1942-yilda Amerika rejalashtirilgan ota-onalik Federatsiyasi tuzilib, tugʻilishni nazorat qilish klinikalarining umummilliy tarmogʻi yaratildi.","115","1054","16.71","7.77","0.402","0.621"
"wikipedia","Abssess","https://uz.wikipedia.org/wiki/Abssess","5","Shuning uchun ular har kuni, baʼzida 12 soatda 2 marta almashtirilmogʻi lozim. Tamponlar va drenajlar jarohatda to undan yiring butunlay ajralib chiqmaguncha turadi. Mahajliy joyga proteolitik fermentlar yuboriladi. Yigʻilgan yiringni chegaralashda punksion usulidan foydalanish mumkin: punksiya vaqtida yiring soʻrib olingandan soʻng, abssess boʻshligʻi antiseptik suyuqliklar bilan yuviladi, keyin unga antibiotiklar va proteolitik fermentlar yuboriladi, shunday qilib, yiring boʻshligʻi aktiv asperatsiyasi yoʻlga qoʻyiladi. Ayni paytda sifatli taomlar tayinlanadi. Vitaminoterapiya oʻtkaziladi, eritrotsitlar, qon oʻrnini bosuvchi preparatlar qoʻyiladi. Antibiotiklar va sulfanilamidlar yuboriladi.","79","702","11.0","7.87","0.701","0.622"
"uza.uz","Ronaldo va Roberto Karlos Braziliya klubini sotib olmoqda","https://uza.uz/uz/posts/ronaldo-va-roberto-karlos-braziliya-klubini-sotib-olmoqda_885739","1","Ronaldo va Roberto Karlos Braziliya klubini sotib olmoqda Futbolni biz o‘ynagan davrdagi darajaga qaytarishda yordam berishni istayman” Braziliya terma jamoasi safida jahon chempioni bo‘lgan Ronaldo va Roberto Karlos Braziliyaning uchinchi divizionida ishtirok etuvchi “Internasional Limeyra” klubini sotib olishni rejalashtirmoqda. “Men, Ronaldo, Enriko va yana ikki hamkorimiz “Internasional Limeyra”ni sotib olyapmiz. Viloyat klublari bilan yaqindan tanishishni, ularga homiylar topishda va mintaqaviy futbolni biz o‘ynagan davrdagi darajaga qaytarishda yordam berishni istayman”, — dedi Roberto Karlos Marca nashriga bergan intervyusida. 53 yoshli Roberto Karlos Braziliya bilan 2002-yilgi jahon chempioni hisoblanadi. Shuningdek, u ikki karra Amerika kubogi g‘olibi. Klub faoliyati davomida esa Madridning “Real” klubi safida uch marta UEFA Chempionlar ligasi, to‘rt marta Ispaniya chempionati va yana qator sovrinlarni qo‘lga kiritgan. 49 yoshli Ronaldo esa ikki karra jahon chempioni va ikki karra “Oltin to‘p” sohibi. U 2018–2025-yillar davomida Ispaniyaning “Valyadolid” klubining nazorat paketiga egalik qilgan.","141","1121","18.25","6.35","0.473","0.624"
"wikipedia","AQShda tugʻilishni nazorat qilish harakati","https://uz.wikipedia.org/wiki/AQShda_tugʻilishni_nazorat_qilish_harakati","36","Sanger 1932-yilda Yaponiyadan diafragmaga buyurtma berib, sudlarda hal qiluvchi ahamiyat kasb etgan ikkinchi huquqiy gʻalabani yaratdi. Diafragma AQSH hukumati tomonidan musodara qilindi va Sangerning keyingi huquqiy eʼtirozi sudya Augustus Hand tomonidan 1936-yilda ""One Package"" qonuniy qaroriga olib keldi. Uning qarori kontratsepsiyaga qarshi qonunlarning shifokorlarga kontratseptiv vositalarni olishni taqiqlovchi muhim qoidasini bekor qildi. Ushbu sud gʻalabasi 1937-yilda Amerika Tibbiyot Assotsiatsiyasini kontratseptsiyani oddiy tibbiy xizmat va tibbiyot maktablari oʻquv dasturlarining asosiy tarkibiy qismi sifatida qabul qilishga undadi. Biroq tibbiyot hamjamiyati bu yangi mas’uliyatni sekin qabul qildi va ayollar 1960-yillarga qadar notoʻgʻri maʼlumotga ega boʻlgan manbalarning xavfli va samarasiz kontratseptiv maslahatlariga tayanishda davom etdilar. 1938-yilga kelib mamlakatda 400 dan ortiq kontratseptiv vositalar ishlab chiqaruvchi korxona faoliyat yuritayotgan edi. 600 dan ortiq ayollar kontratseptiv vositalari brendlari mavjud boʻlib, sanoat daromadi yiliga 250 million dollardan oshdi.","131","1113","18.43","7.26","0.372","0.624"
"wikipedia","AQShda tugʻilishni nazorat qilish harakati","https://uz.wikipedia.org/wiki/AQShda_tugʻilishni_nazorat_qilish_harakati","26","Garchi 1919 va 1920-yillarda tugʻilishni nazorat qilish boʻyicha sharhni nashr etish ishlari bilan band boʻlgan boʻlsa-da, oʻsha paytda Sanger tugʻilishni nazorat qilish boʻyicha asosiy tashkilotlar (NBCL yoki VPL) bilan rasman bogʻlanmagan. 1921-yilda u professional jamiyatlar va ilmiy hamjamiyat tomonidan qoʻllab-quvvatlanish uchun rasmiy tashkilot bilan aloqa qilishi kerakligiga amin boʻldi. Sanger mavjud tashkilotga qoʻshilish oʻrniga yangisini yaratish haqida oʻyladi. Birinchi qadam sifatida u 1921-yil noyabr oyida New York shahrida boʻlib oʻtgan tugʻilishni nazorat qilish boʻyicha birinchi Amerika konferensiyasini tashkil qildi. Tadbirning soʻnggi kechasida Sanger gavjum Town Hall teatrida nutq soʻzlashga tayyorlanayotganda politsiya yigʻilishga bostirib kirdi va uni tartibsizlik uchun hibsga oldi.","100","815","20.2","6.8","0.327","0.625"
"kun.uz","Eron bilan urush Vashingtonga 37,5 milliard dollarga tushdi.","https://kun.uz/news/2026/07/23/eron-bilan-urush-vashingtonga-375-milliard-dollarga-tushdi","3","Respublikachilar ham izoh talab qildi Respublikachi senator Jon Kennedi Kongress Pentagondan «halol va ochiq javoblar» kutayotganini bildirdi. U AQSh Ho‘rmuz bo‘g‘ozidagi harbiy ishtirokini tugatgan taqdirda qanday oqibatlar yuzaga kelishi mumkinligi haqida so‘radi. Xususan, Eron bo‘g‘oz orqali o‘tuvchi kemalardan to‘lov joriy qilishi mumkinmi, degan savolga Pit Hegset va general Den Keyn aniq javob berishdan tiyildi. AQShning Eronga qarshi hujumlari davom etmoqda 21 iyul kuni AQSh Qurolli kuchlari Eronga qarshi navbatdagi ommaviy havo zarbalarini amalga oshirganini ma’lum qildi. Shu tariqa, harbiy operatsiyalar ketma-ket o‘n birinchi tun ham davom etdi. Prezident Donald Tramp esa Truth Social ijtimoiy tarmog‘ida Eronni amerikalik harbiylarning ehtimoliy halokati uchun «bir necha barobar qattiqroq» javobgarlikka tortish bilan tahdid qildi. «Eron har safar amerikalik askarni o‘ldirsa, buning uchun bir necha barobar og‘ir jazo oladi», - deb yozdi u.","128","961","20.0","5.71","0.45","0.626"
"wikipedia","AQShda tugʻilishni nazorat qilish harakati","https://uz.wikipedia.org/wiki/AQShda_tugʻilishni_nazorat_qilish_harakati","16","Ochilishdan bir necha kun oʻtgach oʻz shaxsini berkitgan politsiyachi klinikadan servikal qalpoq sotib oldi va Sanger hibsga olindi. Talabga boʻysunishdan bosh tortgan Sanger va uning hamkasbini politsiya xodimlari klinikadan sudrab olib chiqishdi. Klinika yopildi va faqat 1923-yilga kelib Qoʻshma Shtatlarda tugʻilishni nazorat qilish boʻyicha boshqa klinika ochildi. Sanger ishi boʻyicha sud jarayoni 1917-yilning yanvar oyida boshlangan. Sanger va NBCL uchun mablagʻ toʻplashga bagʻishlangan „Yuzlik“ qoʻmitasini tuzish uchun birlashgan koʻplab badavlat va nufuzli ayollar uni qoʻllab-quvvatladi. Qoʻmita, shuningdek, ""Birth Control Review"" oylik jurnalini nashr etishni boshladi va kuchli siyosatchilar, faollar va matbuot arboblari bilan aloqalar tarmogʻini oʻrnatdi. Faol qoʻllab-quvvatlash harakatlariga qaramay Sanger hukm qilindi; sudya, agar u yana qonunni buzmaslikka vaʼda bersa, yengil jazoni taklif qildi, ammo Sanger „Men qonunni bugungi kunda mavjud boʻlganidek hurmat qila olmayman“ deb javob berdi.","129","1017","18.71","6.54","0.435","0.626"
"uza.uz","Узоқни кўзлаб амалга оширилаётган ислоҳотлар Янги Ўзбекистон келажаги учун мустаҳкам пойдевор бўлади","https://uza.uz/uz/posts/uzoqni-kozlab-amalga-oshirilayotgan-islohotlar-yangi-ozbekiston-kelazhagi-uchun-mustahkam-poydevor-boladi_885720","26","Пойтахт билан боғловчи жамоат транспорти йўналишлари кенгайтирилиб, Тошкент – Нурафшон йўналишида замонавий поездлар қатнови йўлга қўйилиши белгиланди. – Сиз, азиз Тошкент вилояти фаоллари, тадбиркор ва фермерлар, зиёлилар, нуронийлар ва серғайрат ёшлар билан биргаликда бу заминни янада яшнатамиз, мамлакатимиз тараққиётининг мустаҳкам ва қудратли таянчига айлантирамиз. Мен бунга қатъий ишонаман ва Президент, давлат раҳбари сифатида бутун халқимиз қатори Тошкент вилояти аҳолисининг тинч, фаровон, бахтли ҳаёт кечириши учун бундан буён ҳам бор куч ва имкониятимни сафарбар этаман, – деди давлатимиз раҳбари сўзининг якунида. Тадбир маданий дастур билан давом этди. Шу билан Ўзбекистон Республикаси Президентининг Тошкент вилоятига сафари якунланди. Зиёдулла ЖОНИБЕКОВ, Абдулазиз РУСТАМОВ, Беҳруз ХУДОЙБЕРДИЕВ, Марҳабо ҲОЖИАКБАРОВА, Абдулазиз МУСАЕВ, ЎзА махсус мухбирлари","108","874","17.5","7.09","0.448","0.627"
"kun.uz","Vashington Saudiya Arabistonining atom energetikasiga sarmoya kiritadi.","https://kun.uz/news/2026/07/23/vashington-saudiya-arabistonining-atom-energetikasiga-sarmoya-kiritadi","3","Loyiha qiymati milliardlab dollarga baholanmoqda Avvalroq The Wall Street Journal nashri bitim qiymati milliardlab dollarga baholanayotganini xabar qilgan edi. Nashr ma’lumotiga ko‘ra, kelishuv 30 yil davomida amal qilishi rejalashtirilgan bo‘lib, AQSh kompaniyalariga Saudiya Arabistonining atom infratuzilmasini barpo etishda hal qiluvchi o‘rinni egallash imkonini beradi. Shu bilan birga, xorijiy raqobatchilarning ushbu loyihalarda ishtirok etish imkoniyatlari cheklanishi mumkin. Nashrda qayd etilishicha, kelgusida qo‘shma tadqiqotlar natijalari ijobiy bo‘lsa, Saudiya Arabistoni hududida uranni boyitish majmuasi qurilishi ham rejalashtirilmoqda. Biroq bu ma’lumot hozircha rasman tasdiqlangan emas.","81","706","17.4","6.98","0.471","0.629"
"uza.uz","Узоқни кўзлаб амалга оширилаётган ислоҳотлар Янги Ўзбекистон келажаги учун мустаҳкам пойдевор бўлади","https://uza.uz/uz/posts/uzoqni-kozlab-amalga-oshirilayotgan-islohotlar-yangi-ozbekiston-kelazhagi-uchun-mustahkam-poydevor-boladi_885720","9","Шунингдек, 9,5 километр пиёда ва велойўлаклар, саккизта жамоат транспорти бекати, 240 та ташқи ёритиш чироғи ҳамда 6 километр йўл тўсиқлари барпо этилди. Янги объектнинг ишга туширилиши натижасида йўналишнинг кунлик ўтказувчанлик қуввати бир неча баробарга ошиб, 130 мингта автотранспорт воситасига етади. Бу эса пойтахт ва Тошкент вилояти ўртасидаги транспорт алоқаларини янада яхшилаш, тирбандликларни бартараф этиш ҳамда аҳоли учун қулай ҳаракатланиш шароитини яратишга хизмат қилади. Президентимизга лойиҳанинг техник ечимлари, транспорт оқимини бошқариш имкониятлари ҳамда келгусида Тошкент – Нурафшон йўналишида тезюрар автобуслар тизимини (BRT) йўлга қўйиш бўйича режалар ҳақида ҳам ахборот берилди. Президент Шавкат Мирзиёев Ўрта Чирчиқ туманидаги Қорасув канали бўйида амалга оширилган бунёдкорлик ишлари билан танишди.","104","828","19.8","7.08","0.343","0.632"
"uza.uz","Узоқни кўзлаб амалга оширилаётган ислоҳотлар Янги Ўзбекистон келажаги учун мустаҳкам пойдевор бўлади","https://uza.uz/uz/posts/uzoqni-kozlab-amalga-oshirilayotgan-islohotlar-yangi-ozbekiston-kelazhagi-uchun-mustahkam-poydevor-boladi_885720","16","Шунинг учун сизлар ўз устингизда тинимсиз ишлаб, энг замонавий билимларни эгаллашингиз керак, – деди Президентимиз. Университет жамоаси халқаро киберхавфсизлик мусобақалари ва Шанхай ҳамкорлик ташкилоти доирасидаги хакатонларда юқори натижаларни қўлга киритиб келмоқда. Экологик барқарорлик тамойиллари асосида шакллантирилган олийгоҳга “Яшил кампус” мақоми берилган. Шундан сўнг Президент Шавкат Мирзиёев университетга туташ ҳудудда барпо этиладиган Келажак технологиялари маркази қурилишига тамал тоши қўйиш маросимида иштирок этди. Давлатимиз раҳбари ўз нутқида буюк аждодимиз Муҳаммад ал-Хоразмий асос солган алгоритмлар бугун глобал иқтисодиётнинг ўзаги ва инсонлар кундалик ҳаётининг ажралмас қисмига айланганини таъкидлади. Ҳозирги дунёда рақобат йиллар ва ойлар билан эмас, балки дақиқалар ва сониялар билан ўлчанмоқда. Рақамлаштиришни ортга сурган, сунъий интеллектни ўзлаштирмаган ва инновацияларга сармоя киритмаган давлатлар глобал тараққиётдан ортда қолиши қайд этилди. – Ҳаётимизнинг барча жабҳаларини рақамлаштириш билан жиддий шуғулланмасдан туриб, ривожланиш мумкин эмас.","127","1088","15.75","7.49","0.516","0.632"
"wikipedia","AQShda tugʻilishni nazorat qilish harakati","https://uz.wikipedia.org/wiki/AQShda_tugʻilishni_nazorat_qilish_harakati","28","Ikkinchi klinika — Clinical Research Bureau (Klinik tadqiqot byurosi) 1923-yil 2-yanvarda ochilgan. Politsiya taʼqibiga yoʻl qoʻymaslik uchun klinikaning mavjudligi eʼlon qilinmadi, uning asosiy vazifasi ilmiy tadqiqotlar olib borish va faqat turmush qurgan ayollarga xizmat koʻrsatish ekanligi aytildi. Klinikaning mavjudligi nihoyat 1923-yil dekabr oyida ommaga eʼlon qilindi, ammo bu safar hech qanday hibsga olish yoki tortishuv boʻlmadi. Bu faollarni oʻn yillik kurashdan soʻng tugʻilishni nazorat qilish Qoʻshma Shtatlarda nihoyat keng qabul qilinganligiga ishontirdi. CRB Qoʻshma Shtatlardagi birinchi qonuniy tugʻilishni nazorat qilish klinikasi edi va tez orada u dunyoning yetakchi kontratseptiv tadqiqot markaziga aylandi. 1923-yilda CRB muvaffaqiyatli ochilganidan soʻng, kontratsepsiyani ommaviy muhokama qilish odatiy holga aylandi va „tugʻilishni nazorat qilish“ atamasi xalq tiliga mustahkam oʻrnashdi. 1920-yillardagi jurnal va gazetalarda tugʻilishni nazorat qilish boʻyicha yuzlab murojaatlarning uchdan ikki qismidan koʻprogʻi ijobiy mazmunda edi.","130","1067","18.43","6.98","0.426","0.632"
"wikipedia","AQShda tugʻilishni nazorat qilish harakati","https://uz.wikipedia.org/wiki/AQShda_tugʻilishni_nazorat_qilish_harakati","27","U sahnadan turib qichqirdi: „Biz Konstitutsiya boʻyicha [bu yigʻilishni] oʻtkazishga haqlimiz… agar xohlasalar, bizni klub qilishsin“. Tez orada uni ozod qilishdi. Ertasi kuni New York arxiyepiskopi Patrick Joseph Hayes politsiyaga uchrashuvni yopish masalasida bosim oʻtkazgani maʼlum boʻldi. Town Hall reydi harakat uchun burilish nuqtasi boʻldi: hukumat va tibbiyot hamjamiyatining qarshiliklari yoʻqoldi va katolik cherkovi uning eng kuchli raqibi sifatida paydo boʻldi. Konferensiyadan soʻng Sanger va uning tarafdorlari Amerika tugʻilishni nazorat qilish ligasini (ABCL) tuzdilar. New York Apellyatsiya sudi shifokorlar uchun kontratseptiv vositalarni buyurish huquqini berganidan toʻrt yil oʻtgach Sanger ikkinchi tugʻilishni nazorat qilish klinikasini ochdi va sud qaroriga binoan buni qonuniy qilish uchun shifokorlar bilan ishladi (birinchi klinikada hamshiralar ishlagan).","110","883","18.33","6.87","0.445","0.633"
"uza.uz","Давлатимиз раҳбари Тошкент вилояти жамоатчилиги вакиллари билан учрашди","https://uza.uz/uz/posts/davlatimiz-rahbari-toshkent-viloyati-zhamoatchiligi-vakillari-bilan-uchrashdi_885717","2","Бугун Нурафшон шаҳри Янги Ўзбекистон тимсоли сифатида намоён бўлаётгани таъкидланди. Шаҳарнинг номи “нур сочувчи”, “зиё тарқатувчи” деган маъноларни англатиши, шу боис, гўзал кент замонавий қиёфаси, тараққиёти, маданияти, бошқаруви ва инсон қадрига бўлган муносабати билан ҳам бошқаларга намуна бўлиши кераклиги қайд этилди. Нурафшон мамлакатимизда “ақлли шаҳар” модели асосида барпо этилаётган биринчи шаҳар сифатида ҳам тарихга кирмоқда. Бу ерда рақамли бошқарув, интеллектуал транспорт, энергия тежамкор технологиялар, маданий масканлар ва экологик инфратузилма ягона тизимга бирлаштирилмоқда. Давлатимиз раҳбари Нурафшонни илм-фан, юксак технологиялар ва ёшлар шаҳрига айлантириш асосий мақсад эканини таъкидлади. Бу ерда минг ўринли маданият саройи, Бадиий академиянинг вилоят бўлими, Сунъий интеллект маркази, Ахборот-ресурс кутубхонаси ва касблар марказини ўз ичига олган замонавий “Ёшлар шаҳарчаси” бунёд этилмоқда.","112","923","19.0","6.87","0.412","0.634"
"uza.uz","Узоқни кўзлаб амалга оширилаётган ислоҳотлар Янги Ўзбекистон келажаги учун мустаҳкам пойдевор бўлади","https://uza.uz/uz/posts/uzoqni-kozlab-amalga-oshirilayotgan-islohotlar-yangi-ozbekiston-kelazhagi-uchun-mustahkam-poydevor-boladi_885720","7","Лойиҳа халқаро сифат, хавфсизлик ва экологик стандартлар асосида амалга оширилиб, 2030 йилда фойдаланишга топширилади. Давлатимиз раҳбари мазкур лойиҳа мамлакатдаги йирик йўл қурилиши дастурининг бир қисми эканини таъкидлади. Хива – Урганч йўли қурилиши давом этмоқда, Тошкент – Андижон йўналиши бўйича халқаро тендер якунланиш арафасида, Тошкентни Бўстонлиқ билан боғловчи йўл учун хусусий шерикни аниқлаш ишлари олиб борилмоқда. – Биз бугун Ватанимиз мустақиллигининг 35 йиллик тўйи арафасида мамлакатимиз келажаги, иқтисодий барқарорлиги ва халқимиз фаровонлиги учун яна бир мустаҳкам пойдевор қўймоқдамиз, – деди Президент. Давлатимиз раҳбари хитойлик ҳамкорлар, маҳаллий ва хорижий мутахассислар, муҳандислар, лойиҳачилар ва қурувчиларга муваффақият тилаб, Ўзбекистон тарихида илк бор “яшил” ва инновацион йўл барпо этилаётганини алоҳида таъкидлади.","106","854","20.0","7.22","0.33","0.636"
