"source","title","url","chunk_id","text","word_count","length","avg_sentence_len","avg_word_len","rare_word_ratio","complexity_score","domain","subcategory"
"sports.uz","""Inter"" Argentina yulduziga taklif beradi","https://sports.uz/news/view/inter-argentina-yulduziga-taklif-beradi","1","""Inter"" Argentina yulduziga taklif beradi «Tottenxem» markaziy himoyachisi Kristian Romero yaqin vaqtlarda Italiya ning amaldagi chempioni «Inter» jamoasi safini to‘ldirishi mumkin. Insayder Fabrizio Romano ma’lumoticha, «neradzurri» 28 yoshli argentinalik futbolchi bo‘yicha rasmiy taklif tayyorlamoqda. Italiya ning yetakchi klublaridan biri allaqachon londonliklar rahbariyati bilan bog‘langan, tez orada Romeroning o‘z atrof i bilan ham muzokaralar boshlanishi kutilmoqda. «Tottenxem» klubida esa futbolchining ketishi deyarli muqarrar ekanini yaxshi tushunib turishibda va rahbariyat transferga qarshi emas. Kristian Romero uchun kurashda «Inter» ning asosiy raqibi – «Barselona» hisoblanadi. Biroq kataloniyaliklar hozircha aniq muzokara bosqichiga o‘tgan i yo‘q. London jamoasi sardorining transfer qiymati Transfermarkt portali mutaxassislari tomonidan 45 million yevro atrofida baholanmoqda.","105","900","15.57","6.98","0.11","0.415","sport","football"
"sports.uz","Meni ""Barsa""ga chaqirmanglar! Xoland ""Kamp Nou""ga borolmaydi","https://sports.uz/news/view/meni-barsa-ga-chaqirmanglar-xoland-kamp-nou-ga-borolmaydi","2","Shu bois murabbiy rahbariyatga boshqa, arzonroq variantlarni ko‘rib chiqishni ma’qul deb topgan. Eslatib o‘tamiz, 2025/26 yildgi mavsumda Erling Holand «Manchester Siti» tarkibida barcha musobaqalarda jami 52 o‘yin o‘tkazib, 38 ta gol urdi va 9 ta golli uzatma berdi.","38","267","19.5","5.28","0.077","0.415","sport","football"
"sports.uz","Jud Bellingem: Bu jamoa mavsumni shunday yuqori kayfiyatda yakunlashga to'laqonli haqli edi","https://sports.uz/news/view/bu-jamoa-mavsumni-shunday-yuqori-kayfiyatda-yakunlashga-to-laqonli-haqli-edi","1","Jud Bellingem: Bu jamoa mavsumni shunday yuqori kayfiyatda yakunlashga to'laqonli haqli edi Angliya terma jamoasi yarim himoyachisi Jud Bellingem Fransiya terma jamoasiga qarshi uchinchi o‘rin uchun bo‘lib o‘tgan bahsdan so‘ng o‘z fikrlari bilan o‘rtoqlashdi. Ma’lumki, Jahon chempionati-2026 musobaqasi AQSh, Meksika va Kanada hududlarida o‘tkazilmoqda. «Bu jamoa mavsumni shunday yuqori kayfiyatda yakunlashga to‘laqonli haqli edi. Albatta, biz bu yerga aynan shu natija uchun kelmagan edik, lekin 1966 yildan buyongi eng yaxshi ko‘rsatkich — kelgusi rejalarni qurish uchun mustahkam asos. Yana bir bor Angliya terma jamoasi muxlislariga minnatdorchilik bildiraman. Bu yoz ko‘p jihatdan esda qolarli bo‘ldi. Juda yoqimli tajriba bo‘ldi», — deya Bellingem so‘zlarini keltiradi jurnalist va insayder Fabrizio Romano.","108","816","17.0","5.62","0.16","0.415","sport","football"
"sports.uz","Salibaning jarohati kutilganidan ham jiddiyroq bo‘lishi mumkin","https://sports.uz/news/view/salibaning-jarohati-kutilganidan-ham-jiddiyroq-bo-lishi-mumkin","2","Yaqin kunlarda Vilyam Saliba «Arsenal» ixtiyoriga qaytib, qo'shimcha tibbiy ko'rikdan o'tadi. Shundan so'ng uning to'liq tiklanishi uchun aniq muddatlar belgilanadi.","20","165","10.0","7.05","0.35","0.415","sport","football"
"sports.uz","Messining 39 yoshida qilib yurgan ishlarini qarang! Harri Keyn Messiga tan berdi","https://sports.uz/news/view/messining-39-yoshida-qilib-yurgan-ishlarini-qarang-harri-keyn-messiga-tan-berdi","2","Lionel Messi hozircha musobaqaning eng yaxshi to‘purarlari poygasida Kilian Mbappe bilan birga peshqadamlik qilmoqda – har ikkalasining ham hisobida sakkiztadan gol bor. Harri Keyn esa olti gol bilan reytingda to‘rtinchi o‘rinni egallab turibdi.","33","245","17.5","5.91","0.114","0.415","sport","football"
"sports.uz","Yamalning uyini Ispaniya–Fransiya o‘yinidan so‘ng o‘g‘irlashga urinishdi, qochib ketgan o‘g‘rilarni politsiya qidirmoqda","https://sports.uz/news/view/yamalning-uyini-ispaniya-fransiya-o-yinidan-so-ng-o-g-irlashga-urinishdi-qochib-ketgan-o-g-rilarni-politsiya-qidirmoqda","2","Manbaga koʻra, shu kun tonggida oʻsha elita turar-joy majmuasida yana ikkita oʻgʻrilik holati qayd etilgan. Hozircha bu jinoyatlar bir guruh tomonidan sodir etilgani yoki yoʻqligi aniq emas.","27","190","14.0","5.71","0.286","0.415","sport","football"
"sports.uz","""Liverpool"" ""Wolverhampton"" yarim himoyachisini sotib olishi mumkin","https://sports.uz/news/view/liverpool-vulverxempton-yarim-himoyachisini-sotib-olishi-mumkin","1","""Liverpool"" ""Wolverhampton"" yarim himoyachisini sotib olishi mumkin ""Liverpool"" rahbariyati shu yozgi transfer oynasida ""Wolverhampton"" yarim himoyachisi Joao Gomesni o‘z safiga qo‘shib olish imkoniyatini ko‘rib chiqmoqda. Football Insider nashri xabariga ko‘ra, 25 yoshli braziliyalik futbolchi mersisayd klubining transfer ro‘yxatiga kiritilgan. Ma’lumotlarga qaraganda, ""qizillar"" allaqachon ""Wolverhampton"" bilan Gomesning ehtimoliy transferi bo‘yicha muzokaralarni boshlab yuborgan. Futbolchi uchun taklif etilayotgan summa taxminan 35 million evroni tashkil etishi mumkin. Shu bilan birga, Joao Gomesga ""Manchester Yunayted"" va Madriddagi ""Atletiko"" jamoalari ham jiddiy qiziqish bildirmoqda. Eslatib o‘tamiz, o‘tgan mavsumda Joao Gomes Angliya chempionatida ""Wolverhampton"" tarkibida 35 ta o‘yinda maydonga tushib, bir gol urdi va bir golli uzatma muallifiga aylandi. Undan avval futbolchi vatanida ""Flamengo"" klubi sharafini himoya qilgan.","112","947","17.0","6.62","0.076","0.415","sport","football"
"sports.uz","""Manchester Siti"": Ketsang ketaver!","https://sports.uz/news/view/manchester-siti-ketsang-ketaver","1","""Manchester Siti"": Ketsang ketaver! «Manchester Siti» yarim himoyachi Rodrini saqlab qolish niyatida emas, unga jiddiy qiziqish bildirgan klublar orasida esa «Real Madrid» alohida ajralib turibdi. Madrid klubi 30 yoshli futbolchi uchun kurashga yana qaytgani aytilmoqda. «Santyago Bernabeu»da mutasaddilar klub prezidenti Florentino Peresni jahon chempionini olish zarurligiga ishontirishga muvaffaq bo'lishgan. Le Journal du Real nashri xabariga ko'ra, «Manchester Siti» rahbariyati ispaniyalik futbolchining ketishiga to'siq qo'ymaslikka qaror qilgan. Angliya klubi Rodrining «Real» safida o'zini sinab ko'rish istagidan xabardor. Shu bois, manbaga ko'ra, «shaharliklar» uning rejalariга hurmat va minnatdorlik sifatida aralashmaslikka moyil. Ishonchli manbalar tarqatayotgan ma'lumotlarga ko'ra, «Real» Rodrining o'zi bilan shaxsiy shartnoma borasida deyarli kelishib olgan. Biroq hozircha «Manchester Siti»ga rasmiy taklif yuborilmagan.","111","940","12.44","7.1","0.241","0.416","sport","football"
"sports.uz","Messi: Bu oʻziga xos uchrashuv boʻladi, men hech qachon Angliya terma jamoasiga qarshi oʻynamaganman","https://sports.uz/news/view/messi-bu-o-ziga-xos-uchrashuv-bo-ladi-men-hech-qachon-angliya-terma-jamoasiga-qarshi-o-ynamaganman","1","Messi: Bu oʻziga xos uchrashuv boʻladi, men hech qachon Angliya terma jamoasiga qarshi oʻynamaganman Argentina terma jamoasi sardori Lionel Messi 2026 yildgi jahon chempionati yarim finalida Angliyaga qarshi bahs uning yorqin karerasida alohida sahifa bo‘lishini ta’kidladi. «Bu men uchun o‘ziga xos, noyob palla bo‘ladi, chunki men hali hech qachon Angliya terma jamoasiga qarshi maydonga tushmaganman. Ular juda kuchli jamoa, katta futbol mamlakati. Bunday raqiblarga qarshi o‘yin har doim hayajonli kechadi», – deya Messining so‘zlarini keltiradi AS nashri. Argentina va Angliya terma jamoalari oxirgi bor 2005 yil 12 noyabr kuni o‘rtoqlik uchrashuvida to‘qnash kelgan. Jenevada o‘tgan o‘sha bahsda anglichanlar 3:2 hisobida g‘alaba qozongan.","102","745","18.0","5.6","0.12","0.416","sport","football"
"sports.uz","""JCh-2026"" finaliga chipta narxi 11 million dollardan oshdi","https://sports.uz/news/view/jch-2026-finaliga-chipta-narxi-11-million-dollardan-oshdi","1","""JCh-2026"" finaliga chipta narxi 11 million dollardan oshdi Rasmiy qayta sotish maydonidagi FIFA platformasida Jahon chempionati-2026 finali uchun eng qimmat chipta narxi 11 499 998,85 dollargacha ko‘tarilgani xabar qilinmoqda, deya yozadi ABS News. Ma’lumotlarga ko‘ra, final uchrashuviga chiptalarning eng arzon varianti 7440,50 dollardan boshlangan. FIFA rasmiy chipta savdosini hali ham davom ettirmoqda. Juma kuni erkin savdoda final uchun ikkinchi toifaga kiruvchi 1178 ta chipta qolgan bo‘lib, ularning har biri 7380 dollardan taklif etilgan. Final uchrashuvi 19 iyul kuni AQShning Nyu-Djersi shtati, Ist-Raterford shahrida joylashgan «MetLife Stadium» arenasida o‘tkazilishi rejalashtirilgan. Shuningdek, muxlislar uchun birinchi toifadagi 68 ta chipta taklif etilgan. Ularning narxi 19 995 dollardan 32 970 dollargacha bo‘lgan.","108","836","14.71","6.34","0.204","0.416","sport","football"
"sports.uz","Shu futbolchini tezroq yo‘qotmasak bo‘lmaydi!","https://sports.uz/news/view/shu-futbolchini-tezroq-yoqotmasak-bolmaydi-22-07-2026","1","Shu futbolchini tezroq yo‘qotmasak bo‘lmaydi! Angliya Prmyer-ligasining eng badavlat klublaridan hisoblangan “Chelsi” rahbariyati damoa tarkibida jiddiy oʻzgarishlar qilmoqchi. “Chelsi” mutasaddilari yozgi transferlar oynasi yakunigacha hujumchi Mark Giuni jamoadan ketkazishni rejalashtirgan. Oʻtgan mavsum Giu ijarada asosida “Sanderlend”da oʻynashi kerak edi, ammo “qora mushuklar” safida atigi uchta oʻyinda qatnashgach, “Chelsi” uni muddatidan avval ortga chaqirib oldi. Shunga qaramay, Giuning jamoadagi roli deyarli yoʻq. 20 yoshli ispaniyalik oʻyinchi Angliya Premier-ligasida sakkizta oʻyinda ishtirok etdi va ulardan faqat bittasida asosiy tarkibda maydonga tushdi. Mark Giu “Chelsi”ning yangi bosh murabbiyi Xabi Alonsoning rejalariга kirmaydi. BBC maʼlum qilishicha, futbolchi bu yozda yo sotiladi, yoki yana ijaraga beriladi.","101","838","13.25","6.67","0.245","0.417","sport","football"
"sports.uz","Superliganing 13-turini o‘tkazib yuboradigan futbolchilar ma’lum","https://sports.uz/news/view/superliganing-13-turini-otkazib-yuboradigan-futbolchilar-malum--21-07-2026","1","Superliganing 13-turini o‘tkazib yuboradigan futbolchilar ma’lum Bugun O‘zbekiston Superligasining 13-tur uchrashuvlari start oladi. Ushu turda maydonga tusha olmaydigan futbolchilar ro‘yxati bilan tanishing. Bugun O‘zbekiston Superligasining 13-tur uchrashuvlari start oladi. Ushu turda maydonga tusha olmaydigan futbolchilar ro‘yxati bilan tanishing.","38","352","11.0","6.73","0.341","0.417","sport","football"
"sports.uz","""Barsa"", bu yulduzni 200 million yevroga ham ololmaysan!","https://sports.uz/news/view/barsa-bu-yulduzni-200-million-yevroga-ham-ololmaysan","1","""Barsa"", bu yulduzni 200 million yevroga ham ololmaysan! Madridning «Atletiko» klubi bosh direktori Migel Anxel Xil «Barselona» prezidenti Joan Laportaning bayonotiga munosabat bildirdi. Laporta avvalroq kataloniyaliklar «matraschilar»ga hujumchi Xulian Alvares transferi bo‘yicha taklif yo‘llagani, ammo bu taklif abadiy emasligini aytgan edi. - Yaqinda men «Barsa» prezidentining: u «Atletiko»ga qilgan taklifi muddatsiz emasligi haqidagi gaplarini eshitdim. Biz bera oladigan yagona javob shunday: yo‘q, biz Alvaresni sotish niyatida emasmiz. Taklif 100 million bo‘ladimi, 150 millionmi yoki 200 million evromi — baribir, buni qabul qilmaymiz, — deya Xilning so‘zlarini klub matbuot xizmati orqali AS nashri keltiradi. Avvalroq ommaviy axborot vositalari «Barselona» Alvares transferi uchun 100 million yevro to‘lashga tayyor ekani haqida xabar bergan edi.","111","859","15.86","6.27","0.162","0.417","sport","football"
"sports.uz","O'zbekistonga qarshi o'ynagan futbolchi o'lim tahdidi tufayli uyiga qaytmadi","https://sports.uz/news/view/ozbekistonga-qarshi-oynagan-futbolchi-olim-tahdidi-tufayli-uyiga-qaytmadi-14-07-2026","1","O'zbekistonga qarshi o'ynagan futbolchi o'lim tahdidi tufayli uyiga qaytmadi Kolumbiya terma jamoasi yarim himoyachisi Xaminton Kampas 2026 yildgi jahon chempionatidan keyin o‘z vataniga qaytmagan. Bu haqida jurnalist Kamilo Pinto ijtimoiy tarmoqda xabar berdi. Ma’lumotlarga ko‘ra, Kolumbiyaning Shveytsariyaga qarshi 1/8 final bahsida (0:0, penaltilar seriyasida 3:4) Kampas uchrashuvning 115-daqiqasida qulay vaziyatdan foydalanа olmadi. U tepgan to‘p darvoza ustidan o‘tib ketdi. Keyin esa kolumbiyaliklar penaltilar seriyasida mag‘lub bo‘lib, musobaqani tark etgan. Shundan so‘ng Kampas va uning oila a’zolariga o‘lim tahdidlari kela boshlagan. Futbolchi bu tahdidlarni jiddiy qabul qilgan va xavfsizlik nuqtai nazaridan Kolumbiyaga qaytmaslikka qaror qilgan. Xaminton Kampas guruh bosqichida O‘zbekiston bilan bo‘lgan uchrashuvda ham ishtirok etgan edi.","106","859","14.25","6.25","0.237","0.417","sport","football"
"sports.uz","Bekxem mundialdan katta daromad bilan chiqdi","https://sports.uz/news/view/bekxem-mundialdan-katta-daromad-bilan-chiqdi","1","Bekxem mundialdan katta daromad bilan chiqdi «Inter Mayami» klubining bosh investori Devid Bekxem jahon chempionatini nafaqat qizil vino bilan futbol tomosha qilib o‘tkazdi, balki katta daromad ham ko‘rdi. «Manchester Yunayted» va «Real» sobiq yulduzi musobaqa davomida reklama kelishuvlari orqali sezilarli mablag‘ ishlab olgan. The Touchline nashrining Daily Mirrorga tayanib xabar berishicha, jahon chempionati paytida Bekxem turli reklama shartnomalari orqali 22 million evrodan ortiq daromad olgan. Eslatib o‘tamiz, 2026 yildgi jahon chempionati 11 iyundan 19 iyulgacha bo‘lib o‘tdi. Musobaqada Ispaniya terma jamoasi g‘olib chiqdi. Finalda ispanlar qo‘shimcha daqiqalarda kiritilgan yagona gol evaziga Argentina ustidan 1:0 hisobida g‘alaba qozondi. Shu paytda «Inter Mayami» MLSning Sharq konferensiyasi turnir jadvalidа ikkinchi o‘rinni egalab turibdi.","110","860","16.29","6.23","0.149","0.418","sport","football"
"sports.uz","Romero nega Trampga qo‘l uzatmadi?","https://sports.uz/news/view/romero-nega-trampga-qo-l-uzatmadi","1","Romero nega Trampga qo‘l uzatmadi? Argentina terma jamoasi himoyachisi Kristian Romero jahon chempionati finalidan so‘ng o‘tkazilgan taqdirlash marosimida AQSh prezidenti Donald Tramp bilan qo‘l siqishdan bosh tortdi. Eslatib o‘tamiz, hal qiluvchi bahsda Argentina Ispaniyaga qarshi maydonga tushdi va qo‘shimcha daqiqalarda kiritilgan yagona gol hisobni belgilab qo‘ydi – 0:1. «Tottenxem» klubi sharafini himoya qiladigan Romero medal olish uchun sahnaga ko‘tarilganda, avvalo FIFA prezidenti Janni Infantino bilan qo‘l siqishdi. Infantino argentinalik futbolchining bo‘yniga ikkinchi o‘rin medalini taqdi. Shundan so‘ng Romero navbatda turgan Donald Tramp oldidan to‘xtamasdan o‘tib ketdi va unga qo‘l bermadi. Romerodan oldin podiumga chiqqan hujumchi Xulian Alvares esa ham Infantino, ham Tramp bilan qo‘l siqib, ularni odatiy tarzda qutlab o‘tdi.","110","851","17.86","5.66","0.128","0.418","sport","football"
"sports.uz","Ovora bo‘lmanг! Al’vares ikki grand taklifini rad etdi","https://sports.uz/news/view/ovora-bolmang-alvares-ikki-grand-taklifini-rad-etdi-19-07-2026","1","Ovora bo‘lmanг! Al’vares ikki grand taklifini rad etdi Madridning “Atletiko” klubi hujumchisi Julian Alvares yana xorij klublariga o‘tishni istamadi. 26 yoshli futbolchiga ikki chempion – “Arsenal” va “Pari Sen-Jermen” klublari qiziqish bildirgan edi, ammo argentinalik hujumchi faoliyatini faqat “Barselona”da davom ettirishni xohlayotgani sababli har ikki variantni ham rad etgan. Bu haqida Sport nashri xabar berdi. “Barselona” mutasaddilari hech kim hujumchining fikrini o‘zgartira olmasligiga ishonmoqda, ammo agar “matraschilar” avgust oyi boshigacha Alvares bo‘yicha yuborilgan taklifga javob bermasa, klub boshqa nomzodlarga o‘tishi mumkin. Transfermarkt portali bahosiga ko‘ra, Julian Alvaresning bozor qiymati 100 million yevroga teng.","93","745","16.5","6.23","0.141","0.418","sport","football"
"sports.uz","FIFA xavotirda! Jahon chempionati finali ko‘chirilishi mumkin","https://sports.uz/news/view/fifa-xavotirda-jahon-chempionati-finali-ko-chirilishi-mumkin","1","FIFA xavotirda! Jahon chempionati finali ko‘chirilishi mumkin AQShda 2026 yildgi jahon chempionati finali Argentina va Ispaniya terma jamoalari oʻrtasidagi bellashuv oʻrmon yongʻinlari sababli koʻchirilishi yoki bekor qilinishi mumkinligi haqida xavotirlar paydo boʻldi, deb xabar bermoqda Ole.us. Mutaxassislar bunday stsenariy ehtimoli hozircha past ekanini taʼkidlamoqda. Ispaniya — Argentina uchrashuvi Nyu-York shahridagi «MetLayf» stadionida boʻlib oʻtishiga uch kun qoldi. Shu bilan birga, bu variantni butunlay inkor etib boʻlmaydi. Turnir tashkilotchilari uchun asosiy ustuvor vazifa — oʻyin ishtirokchilari va stadionga keladigan 80 mingdan ortiq muxlislar sogʻligi hamda xavfsizligini taʼminlashdir. Shu bois uchrashuvni kechiktirish yoki boshqa sanaga koʻchirish ehtimoli koʻrib chiqilishi mumkin. Biroq shu bilan birga, mutaxassislar dud tarqalishi va 19 iyul, yakshanba kuniga qadar u jiddiy muammoga aylanmasligiga umid qilmoqda.","117","944","12.78","6.97","0.243","0.418","sport","football"
"sports.uz","""Oltin to‘p"" uchun da’vogarlar reytingi yangilandi","https://sports.uz/news/view/oltin-to-p-uchun-da-vogarlar-reytingi-yangilandi","1","""Oltin to‘p"" uchun da’vogarlar reytingi yangilandi Dunyo futbolida eng nufuzli shaxsiy sovrinlardan biri sanaladigan «Oltin to‘p» uchun kurash tobora qizimoqda. Jahon chempionati yarim final bosqichidan so‘ng Goal portali 2026 yildgi «Oltin to‘p» uchun asosiy da’vogarlar ro‘yxatini yangiladi. Reytingda hozircha «Bavariya» va Angliya terma jamoasi hujumchisi Harri Keyn peshqadamlikni saqlab qoldi. Biroq angliyaliklarning yarim finalda musobaqani tark etishi unga bo‘lgan ishonchni sezilarli darajada pasaytirdi. Shu bois Keyning pozitsiyasi avvalgidek mustahkam emas, degan fikrlar ko‘paymoqda. Yangilangan ro‘yxatda Argentina terma jamoasi sardori Lionel Messi ikkinchi o‘ringa ko‘tarildi. U jamoasi bilan jahon chempionati finaligacha yetib borish imkoniyatini saqlab qolgan, shu bilan birga musobaqa to‘purarlari bahsida ham yetakchilar qatorida bormoqda.","105","861","16.71","6.18","0.137","0.418","sport","football"
"sports.uz","Laport jahon chempionati yarim finalida oʻz ona yurtini magʻlub etgan birinchi futbolchiga aylandi","https://sports.uz/news/view/laport-jahon-chempionati-yarim-finalida-o-z-ona-yurtini-mag-lub-etgan-birinchi-futbolchiga-aylandi","1","Laport jahon chempionati yarim finalida oʻz ona yurtini magʻlub etgan birinchi futbolchiga aylandi Ispaniya terma jamoasi himoyachisi Emerik Laport jahon chempionatlari tarixida ilk bor yarim finalda oʻz vataniga qarshi maydonga tushib, gʻalaba qozongan futbolchiga aylandi. Laport Fransiyada tugʻilgan, yoshlar terma jamoalari tarkibida 50 dan ortiq oʻyin oʻtkazgan. Ammo Didye Desham boshqaruvidagi asosiy terma jamoada unga imkoniyat berilmagan edi. Futbolchi oʻsmirlik paytiyoq Bilbaodagi «Atletik» klubi tizimiga qoʻshilgan. 2021 yilda u Ispaniya fuqaroligini oldi va shu yiliyoq yangi terma jamoasi safida debut qildi. 14 iyul kuni Ispaniya terma jamoasi jahon chempionati yarim finalida Fransiyani 2:0 hisobida magʻlub etdi va musobaqa finaliga yoʻl oldi.","101","762","16.17","6.61","0.124","0.418","sport","football"
"sports.uz","Desham mard odam ekan","https://sports.uz/news/view/desham-mard-odam-ekan","2","Bu yerda barcha jamoalar musobaqa sharoiti bilan bog‘liq qiyinchiliklarga duch keldi. Shu bilan birga, Ispaniya terma jamoasining mahoratini ham kamsitmayman — ular maydonda o‘yinni to‘liq nazorat qildi, — deya Desham so‘zlarini keltiradi L'Équipe nashri. Frantsiya terma jamoasining bronza uchun raqibi Angliya yoki Argentina bo‘ladi. Ushbu juftlikda g‘olib chiqqan jamoa 2026 yildagi jahon chempionati finalida Ispaniyaga qarshi maydonga tushadi, mag‘lub tomon esa Frantsiya bilan uchinchi o‘rin uchun bahs olib boradi.","69","521","18.75","5.75","0.08","0.418","sport","football"
"sports.uz","Argentinani o'n bir marta goldan qutqardi, ammo...","https://sports.uz/news/view/argentinani-on-bir-marta-goldan-qutqardi-ammo-22-07-2026","1","Argentinani o'n bir marta goldan qutqardi, ammo... 2026 yildgi jahon chempionatining Ispaniya va Argentina milliy terma jamoalari oʻrtasidagi final uchrashuvida darvrzabon seyvlari boʻyicha ajoyib rekord oʻrnatildi. Argentina finalda qoʻshimcha vaqtda magʻlub boʻlganiga qaramay, uning darvozaboni Emiliano Martines turnir tarixidan joy oldi. Mahoratli darvozabon Ispaniyaga qarshi finalda raqibning darvoza bergan 11 ta zarbasini bartaraf etdi. Bungacha hech bir darvozabon jahon chempionati finalida shuncha marta jamoasini goldan qutqarmagan edi. Magʻlubiyatga qaramasdan, Martinesning oʻyini hal qiluvchi bahsning eng yorqin futbolchilaridan biri sifatida baholandi.","80","670","13.0","7.36","0.205","0.419","sport","football"
"sports.uz","Belgiya 2026 yil jahon chempionatidan keyin yangi bosh murabbiyni tayinladi","https://sports.uz/news/view/belgiya-2026-yil-jahon-chempionatidan-keyin-yangi-bosh-murabbiyni-tayinladi","2","U yerda belgililar keskin kurashga boy uchrashuvda (1:2) keyinchalik chempionlikni qo‘lga kiritgan Ispaniya terma jamoasiga mag‘lub bo‘ldi.","17","139","19.0","6.0","0.053","0.419","sport","football"
"sports.uz","Nimalar qilyapsan? Xabi Alonso ""Chelsi""da olti hujumchi bilan xayrlashmoqchi","https://sports.uz/news/view/nimalar-qilyapsan-xabi-alonso-chelsi-da-olti-hujumchi-bilan-xayrlashmoqchi","1","Nimalar qilyapsan? Xabi Alonso ""Chelsi""da olti hujumchi bilan xayrlashmoqchi Londonning «Chelsi» klubi yangi mavsum oldidan tarkibni qayta shakllantirar ekan, hujum chizig‘i bo‘yicha bir qator muhim qarorlar qabul qilmoqda. The Athletic nashri ma’lumoticha, ispaniyalik yosh hujumchi Mark Giu transfer oynasi yopilguncha klubni tark etishi kutilmoqda. Unga nisbatan ham ijarа, ham to‘liq sotib yuborish varianti ko‘rib chiqilyapti. Shu bilan birga, «Chelsi» rahbariyati haligacha qaysi hujumchidan voz kechish bo‘yicha yakuniy qarorga kelgani yo‘q. Yozgi transfer davrida Nikolas Jekson, Liam Delap yoki Emmanuel Emega klubni tark etishi mumkin. O‘tgan mavsumni «Bavariya» safida ijarada o‘tkazgan Jekson esa jamoaning mavsumoldi safariga kiritilgan va bosh murabbiy Xabi Alonso ko‘z o‘ngida o‘zini ko‘rsatish imkoniyatiga ega bo‘ladi.","108","835","17.57","5.64","0.146","0.419","sport","football"
"sports.uz","Buskets ""Barsa""ga murabbiy bo‘ladi","https://sports.uz/news/view/buskets-barsa-ga-murabbiy-bo-ladi","2","Klub darajasida Buskets jami 840 o‘yin o‘tkazgan, 19 gol urgan va 62 golli pas bergan. U klublar bilan birgalikda 35ta sovrin qo‘lga kiritgan: La Ligada to‘qqiz marta, Ispaniya Kubogi va Ispaniya Superkubogida yetti martatan g‘olib chiqqan. Shuningdek, UEFA Chempionlar Ligasi, UEFA Superkubogi va Jahon klublar chempionatida uch martatan zafar quchgan. Bir martadan MLSning muntazam chempionati, Shimoliy Amerika ligasi Kubogi va MLS Kubogida ham g‘oliblikni qo‘lga kiritgan. Ispaniya terma jamoasi safida Buskets 143 o‘yin o‘tkazgan (2 gol va 9 golli pas) hamda terma bilan birga 2010 yildgi Jahon chempionati va 2012 yildgi Yevropa chempionatida chempionlikni qo‘lga kiritgan.","96","679","19.6","5.5","0.071","0.42","sport","football"
"sports.uz","Tomas Tuxel Jud Bellingem bilan mojaroga munosabat bildirdi","https://sports.uz/news/view/tomas-tuxel-jud-bellingem-bilan-mojaroga-munosabat-bildirdi","1","Tomas Tuxel Jud Bellingem bilan mojaroga munosabat bildirdi Angliya terma jamoasi bosh murabbiyi Tomas Tuxel jamoa yarim himoyachisi Jud Bellingem bilan yuzaga kelgan vaziyatga izoh berdi. - Menimcha, biz bir nuqtadan kelib chiqyapmiz. Men aytgan gaplar ham, uning reaktsiyasi ham bir xil tuyg‘udan — g‘alaba qozonish istagi va maydonda kurash ketayotganda sportcha g‘azabni saqlab qolish xohishidan kelib chiqqan. Unga mening fikrlarimning faqat salbiy tomoni, ya’ni tanqid qismi yetkazilgan, xolos. Aslida men uni dunyo darajasidagi futbolchi, yana bir bor o‘yin taqdirini hal qilgan yuqori saviyadagi o‘yinchi sifatida ta’riflaganman. Shuningdek, bu jamoaning juda kuchli ruhiy holati borligini aytganman. Ammo unga berilgan savolda bu gaplarning hech biri tilga olinmagan.","106","776","15.86","5.85","0.207","0.42","sport","football"
"sports.uz","Desham: Mağlubiyatning asosiy sababi shundaki, biz yomonroq o‘ynadik","https://sports.uz/news/view/desham-ma-lubiyatning-asosiy-sababi-shundaki-biz-yomonroq-o-ynadik","2","Lekin magʻlubiyatning asosiy sababi – biz raqibdan yomonroq oʻynadik. Texnik xatolarga yoʻl qoʻydik, xavfli hujumlarga olib kelishi mumkin boʻlgan noaniq paslar berdik. Bunday yuqori darajadagi futbolda bu juda ogʻir oqibatlarga olib keladi», – deya qoʻshimcha qildi murabbiy. Desham jamoa oʻyin oldidan yaxshi tiklanganini taʼkidladi, biroq Ispaniyaning ustun oʻyinini tan oldi. «Menga jamoa oʻyin oldidan yetarlicha tiklangandek tuyuldi… Shu bilan birga, Ispaniya terma jamoasining mehnatini kamsitmoqchi emasman – ular oʻyinni toʻliq nazorat qildi va munosib ravishda gʻalaba qozondi», – dedi u. Frantsiya bosh murabbiyi endilikda uchinchi oʻrin uchun boʻladigan bellashuvga eʼtibor qaratish lozimligini qayd etdi. «Endi biz bronza medallari uchun maydonga tushamiz.","101","769","13.86","6.68","0.227","0.42","sport","football"
